1626373499.918107,4,1.094604,21.05
1626373499.949514,4,1.100708,21.10
1626373499.980904,4,1.100708,21.05
1626373500.012287,4,1.100708,21.10
1626373500.043671,4,1.094604,21.05
1626373500.075052,4,1.094604,21.10
1626373500.106430,4,1.100708,21.10
1626373500.137815,4,1.100708,21.10
1626373500.169192,4,1.094604,21.15
1626373500.200589,4,1.094604,21.10
1626373500.231966,4,1.100708,21.10
1626373500.263342,4,1.097656,21.10
1626373500.294715,4,1.094604,21.10
1626373500.326088,4,1.094604,21.10
1626373500.357464,4,1.094604,21.10
1626373500.388878,4,1.094604,21.10
1626373500.420145,4,1.100708,21.10
1626373500.451511,4,1.094604,21.10
1626373500.482899,4,1.097656,21.10
1626373500.514284,4,1.100708,21.10
1626373500.545750,4,1.097656,21.10
1626373500.577219,4,1.100708,21.10
1626373500.608699,4,1.094604,21.10
1626373500.640170,4,1.094604,21.10
1626373500.671656,4,1.097656,21.10
1626373500.703138,4,1.094604,21.10
1626373500.734616,4,1.094604,21.10
1626373500.766122,4,1.097656,21.05
1626373500.797598,4,1.100708,21.10
1626373500.829071,4,1.097656,21.10
1626373500.860575,4,1.103760,21.10
1626373500.892051,4,1.097656,21.05
1626373500.923523,4,1.094604,21.10
1626373500.954993,4,1.094604,21.15
1626373500.986495,4,1.100708,21.15
1626373501.017969,4,1.094604,21.15
1626373501.049448,4,1.100708,21.10
1626373501.080947,4,1.097656,21.10
1626373501.112420,4,1.094604,21.10
1626373501.143892,4,1.094604,21.10
1626373501.175362,4,1.091553,21.10
1626373501.206863,4,1.100708,21.10
1626373501.238335,4,1.094604,21.10
1626373501.269806,4,1.094604,21.10
1626373501.301303,4,1.097656,21.10
1626373501.332777,4,1.094604,21.10
1626373501.364245,4,1.100708,21.10
1626373501.395720,4,1.097656,21.10
1626373501.427229,4,1.094604,21.15
1626373501.458699,4,1.094604,21.10
1626373501.490177,4,1.100708,21.10
1626373501.521676,4,1.097656,21.10
1626373501.553150,4,1.094604,21.10
1626373501.584631,4,1.100708,21.10
1626373501.616107,4,1.097656,21.10
1626373501.647609,4,1.094604,21.10
1626373501.679075,4,1.097656,21.10
1626373501.710550,4,1.097656,21.10
1626373501.742051,4,1.097656,21.10
1626373501.773523,4,1.091553,21.10
1626373501.804990,4,1.094604,21.10
1626373501.836458,4,1.094604,21.10
1626373501.867954,4,1.100708,21.10
1626373501.899425,4,1.094604,21.10
1626373501.930892,4,1.097656,21.10
1626373501.962389,4,1.103760,21.10
1626373501.993857,4,1.097656,21.10
1626373502.025327,4,1.094604,21.10
1626373502.056797,4,1.094604,21.10
1626373502.088294,4,1.100708,21.10
1626373502.119762,4,1.094604,21.10
1626373502.151234,4,1.097656,21.10
1626373502.182701,4,1.097656,21.10
1626373502.214174,4,1.097656,21.10
1626373502.245645,4,1.094604,21.10
1626373502.277114,4,1.094604,21.10
1626373502.308610,4,1.100708,21.10
1626373502.340077,4,1.097656,21.10
1626373502.371541,4,1.097656,21.10
1626373502.403035,4,1.097656,21.10
1626373502.434513,4,1.097656,21.10
1626373502.465992,4,1.094604,21.15
1626373502.497463,4,1.094604,21.15
1626373502.528964,4,1.097656,21.10
1626373502.560434,4,1.097656,21.15
1626373502.591903,4,1.097656,21.15
1626373502.623398,4,1.100708,21.10
1626373502.654870,4,1.097656,21.10
1626373502.686340,4,1.100708,21.10
1626373502.717808,4,1.094604,21.15
1626373502.749401,4,1.094604,21.15
1626373502.780877,4,1.094604,21.15
1626373502.812351,4,1.097656,21.10
1626373502.843883,4,1.097656,21.05
1626373502.875356,4,1.097656,21.10
1626373502.906829,4,1.094604,21.10
1626373502.938302,4,1.100708,21.10
1626373502.969802,4,1.097656,21.15
1626373503.001273,4,1.094604,21.10
1626373503.032744,4,1.094604,21.05
1626373503.064245,4,1.094604,21.00
1626373503.095718,4,1.094604,21.10
1626373503.127187,4,1.097656,21.05
1626373503.158658,4,1.094604,21.05
1626373503.190155,4,1.097656,21.05
1626373503.221627,4,1.097656,21.05
1626373503.253096,4,1.100708,21.10
1626373503.284593,4,1.097656,21.05
1626373503.316061,4,1.094604,21.10
1626373503.347530,4,1.094604,21.05
1626373503.378998,4,1.100708,21.10
1626373503.410599,4,1.097656,21.05
1626373503.442046,4,1.103760,21.00
1626373503.473476,4,1.097656,21.00
1626373503.505388,4,1.094604,21.05
1626373503.537322,4,1.094604,21.00
1626373503.569312,4,1.100708,21.10
1626373503.601258,4,1.094604,21.10
1626373503.633197,4,1.094604,20.95
1626373503.665097,4,1.094604,21.05
1626373503.696988,4,1.097656,21.00
1626373503.728914,4,1.094604,21.05
1626373503.760850,4,1.094604,21.10
1626373503.792754,4,1.094604,21.10
1626373503.824645,4,1.100708,21.05
1626373503.856583,4,1.094604,21.10
1626373503.888477,4,1.091553,21.15
1626373503.920384,4,1.097656,21.05
1626373503.952307,4,1.097656,21.05
1626373503.984203,4,1.100708,21.10
1626373504.016100,4,1.100708,21.05
1626373504.047992,4,1.103760,21.05
1626373504.079918,4,1.100708,21.10
1626373504.111816,4,1.097656,21.05
1626373504.143714,4,1.094604,21.10
1626373504.175609,4,1.097656,21.05
1626373504.207514,4,1.094604,21.05
1626373504.239415,4,1.100708,21.10
1626373504.271341,4,1.097656,21.05
1626373504.303244,4,1.097656,21.10
1626373504.335143,4,1.094604,21.05
1626373504.367035,4,1.094604,21.05
1626373504.398959,4,1.100708,21.05
